Date,Device,Source,Category,Impressions,Clicks,Conversions,Revenue,Cost,,,,,,
2/23/20,Mobile,SEO,Health,0,199,0,0,0,,,,,,
1/8/20,Mobile,SEO,Health,0,189,1,4,0,,,,,,
1/3/20,Mobile,SEO,Health,0,189,0,0,0,,,,,,
3/10/20,Mobile,SEO,Health,0,188,0,0,0,,,,,,
1/5/20,Mobile,SEO,Health,0,187,1,3.5,0,,,,,,
1/9/20,Mobile,SEO,Health,0,181,0,0,0,,,,,,
2/27/20,Mobile,SEO,Health,0,179,0,0,0,,,,,,
3/5/20,Mobile,SEO,Health,0,171,1,0,0,,,,,,
2/16/20,Mobile,SEO,Health,0,164,1,7,0,,,,,,
1/4/20,Mobile,SEO,Health,0,150,0,0,0,,,,,,
3/1/20,Mobile,SEO,Health,0,148,0,0,0,,,,,,
2/13/20,Mobile,SEO,Health,0,148,1,7,0,,,,,,
2/7/20,Mobile,SEO,Health,0,147,0,0,0,,,,,,
2/21/20,Mobile,SEO,Health,0,138,0,0,0,,,,,,
2/8/20,Mobile,SEO,Health,0,136,1,8,0,,,,,,
1/12/20,Mobile,SEO,Health,0,128,0,0,0,,,,,,
1/10/20,Mobile,SEO,Health,0,127,1,7,0,,,,,,
3/11/20,Mobile,SEO,Health,0,103,0,0,0,,,,,,
1/11/20,Mobile,SEO,Health,0,34,0,0,0,,,,,,
1/1/20,Mobile,SEO,Health,0,34,0,0,0,,,,,,
2/22/20,Mobile,SEO,Health,0,34,0,0,0,,,,,,
12/29/20,Mobile,SEO,Health,0,33,0,0,0,,,,,,
2/28/20,Mobile,SEO,Health,0,33,0,0,0,,,,,,
2/29/20,Mobile,SEO,Health,0,33,0,0,0,,,,,,
12/28/20,Mobile,SEO,Health,0,32,0,0,0,,,,,,
4/14/20,Mobile,SEO,Health,0,32,0,0,0,,,,,,
2/15/20,Mobile,SEO,Health,0,32,0,0,0,,,,,,
4/13/20,Mobile,SEO,Health,0,32,0,0,0,,,,,,
4/6/20,Mobile,SEO,Health,0,31,0,0,0,,,,,,
4/5/20,Mobile,SEO,Health,0,31,0,0,0,,,,,,
4/7/20,Mobile,SEO,Health,0,31,0,0,0,,,,,,
3/8/20,Mobile,SEO,Health,0,30,10,0,0,,,,,,
2/14/20,Mobile,SEO,Health,0,30,0,0,0,,,,,,
4/12/20,Mobile,SEO,Health,0,30,0,0,0,,,,,,
3/6/20,Mobile,SEO,Health,0,30,0,0,0,,,,,,
12/30/20,Mobile,SEO,Health,0,29,0,0,0,,,,,,
3/7/20,Mobile,SEO,Health,0,29,0,0,0,,,,,,
4/8/20,Mobile,SEO,Health,0,29,0,0,0,,,,,,
4/10/20,Mobile,SEO,Health,0,29,0,0,0,,,,,,
4/15/20,Mobile,SEO,Health,0,29,0,0,0,,,,,,
4/16/20,Mobile,SEO,Health,0,28,0,0,0,,,,,,
4/9/20,Mobile,SEO,Health,0,28,0,0,0,,,,,,
4/19/20,Mobile,SEO,Health,0,27,0,0,0,,,,,,
4/4/20,Mobile,SEO,Health,0,26,0,0,0,,,,,,
3/30/20,Mobile,SEO,Health,0,26,0,0,0,,,,,,
3/31/20,Mobile,SEO,Health,0,26,0,0,0,,,,,,
4/11/20,Mobile,SEO,Health,0,25,0,0,0,,,,,,
3/29/20,Mobile,SEO,Health,0,24,0,0,0,,,,,,
4/18/20,Mobile,SEO,Health,0,22,0,0,0,,,,,,
4/2/20,Mobile,SEO,Health,9390,228,5,121,39,,,,,,
12/27/20,Mobile,SEO,Health,10331,271,3,54,22,,,,,,
3/15/20,Mobile,SEO,Health,1658,43,1,8,5,,,,,,
4/20/20,Mobile,SEO,Health,7915,198,4,90,32,,,,,,
3/12/20,Mobile,SEO,Health,9834,278,3,39,22,,,,,,
4/17/20,Mobile,SEO,Health,1534,43,1,20,5,,,,,,
3/14/20,Mobile,SEO,Health,6360,167,3,65,25,,,,,,
4/3/20,Mobile,SEO,Health,8647,258,2,24,19,,,,,,
4/26/20,Mobile,SEO,Health,1337,38,1,4,4,,,,,,
3/28/20,Mobile,SEO,Health,7771,191,4,95,30,,,,,,
3/16/20,Mobile,SEO,Health,8881,262,3,32,21,,,,,,
4/1/20,Mobile,SEO,Health,1546,43,1,13,5,,,,,,
12/9/20,Mobile,SEO,Health,7975,181,3,55,28,,,,,,
4/21/20,Mobile,SEO,Health,11114,310,4,48,24,,,,,,
12/22/20,Mobile,SEO,Health,1789,43,1,9,5,,,,,,
12/21/20,Mobile,SEO,Health,9528,213,3,54,33,,,,,,
12/14/20,Mobile,SEO,Health,12380,339,3,24,27,,,,,,
12/16/20,Mobile,SEO,Health,2029,48,1,14,6,,,,,,
12/8/20,Mobile,SEO,Health,14826,343,5,136,64,,,,,,
4/27/20,Mobile,SEO,Health,14437,390,3,39,39,,,,,,
12/15/20,Mobile,SEO,Health,2451,63,1,22,10,,,,,,
12/13/20,Mobile,SEO,Health,13632,300,3,73,52,,,,,,
12/20/20,Mobile,SEO,Health,13962,353,3,35,32,,,,,,
12/10/20,Mobile,SEO,Health,2335,55,1,25,7,,,,,,
3/13/20,Mobile,SEO,Health,12250,283,4,120,49,,,,,,
3/22/20,Mobile,SEO,Health,12762,336,3,39,30,,,,,,
12/17/20,Mobile,SEO,Health,2227,55,1,7,8,,,,,,
3/17/20,Mobile,SEO,Health,10899,245,3,91,40,,,,,,
4/29/20,Mobile,SEO,Health,11498,286,2,42,24,,,,,,
5/4/20,Mobile,SEO,Health,1938,48,1,15,7,,,,,,
12/7/20,Mobile,SEO,Health,9088,218,4,92,35,,,,,,
4/23/20,Mobile,SEO,Health,10262,258,3,41,22,,,,,,
4/22/20,Mobile,SEO,Health,1792,43,1,13,6,,,,,,
3/24/20,Mobile,SEO,Health,8883,211,4,94,32,,,,,,
3/25/20,Mobile,SEO,Health,12316,317,3,48,25,,,,,,
3/23/20,Mobile,SEO,Health,2145,51,1,18,7,,,,,,
3/19/20,Mobile,SEO,Health,8329,192,4,83,27,,,,,,
3/27/20,Mobile,SEO,Health,11625,297,3,38,22,,,,,,
4/28/20,Mobile,SEO,Health,1941,48,1,13,5,,,,,,
5/3/20,Mobile,SEO,Health,13151,340,7,149,58,,,,,,
3/26/20,Mobile,SEO,Health,15846,407,4,71,36,,,,,,
3/21/20,Mobile,SEO,Health,2454,64,2,32,9,,,,,,
12/18/20,Mobile,SEO,Health,12260,298,4,116,49,,,,,,
3/18/20,Mobile,SEO,Health,15736,390,3,51,34,,,,,,
12/23/20,Mobile,SEO,Health,2372,59,1,23,7,,,,,,
12/11/20,Mobile,SEO,Health,12258,292,7,140,45,,,,,,
4/25/20,Mobile,SEO,Health,16515,398,4,72,34,,,,,,
12/19/20,Mobile,SEO,Health,2607,59,1,25,7,,,,,,
3/20/20,Mobile,SEO,Health,12937,317,8,134,54,,,,,,
12/31/20,Mobile,SEO,Health,14046,359,3,56,30,,,,,,
4/30/20,Mobile,SEO,Health,2638,69,1,19,10,,,,,,
12/26/20,Mobile,SEO,Health,13066,307,7,98,53,,,,,,
12/12/20,Mobile,SEO,Health,13367,344,3,50,30,,,,,,
4/24/20,Mobile,SEO,Health,2740,63,1,24,10,,,,,,
5/2/20,Mobile,SEO,Health,14923,344,7,100,63,,,,,,
12/4/20,Mobile,SEO,Health,17505,453,5,73,41,,,,,,
5/1/20,Mobile,SEO,Health,3538,84,1,22,13,,,,,,
12/6/20,Mobile,SEO,Health,14752,327,3,44.14285714,60,,,,,,
7/7/20,Mobile,SEO,Health,18003,457,4,67,41,,,,,,
10/13/20,Mobile,SEO,Health,3687,78,11,88,11,,,,,,
12/5/20,Mobile,SEO,Health,16581,392,7,133,76,,,,,,
10/12/20,Mobile,SEO,Health,16383,420,4,68,40,,,,,,
10/14/20,Mobile,SEO,Health,3232,73,1,16,12,,,,,,
10/5/20,Mobile,SEO,Health,16293,361,8,108,72,,,,,,
12/24/20,Mobile,SEO,Health,18113,438,3,51,44,,,,,,
10/20/20,Mobile,SEO,Health,3119,71,1,19,13,,,,,,
5/5/20,Mobile,SEO,Health,13986,320,5,89,59,,,,,,
10/19/20,Mobile,SEO,Health,16498,377,1,17.66666667,35,,,,,,
10/8/20,Mobile,SEO,Health,2739,60,1,10,9,,,,,,
10/6/20,Mobile,SEO,Health,9670,218,4,98,37,,,,,,
9/28/20,Mobile,SEO,Health,13713,336,3,52,27,,,,,,
10/4/20,Mobile,SEO,Health,2307,51,0,0,7,,,,,,
10/7/20,Mobile,SEO,Health,7066,164,2,48,24,,,,,,
10/15/20,Mobile,SEO,Health,10972,273,2,48,18,,,,,,
10/26/20,Mobile,SEO,Health,1960,46,1,14,5,,,,,,
8/31/20,Mobile,SEO,Health,12773,313,4,89,49,,,,,,
10/21/20,Mobile,SEO,Health,19346,484,3,61,36,,,,,,
8/15/20,Mobile,SEO,Health,3550,80,1,19,10,,,,,,
9/14/20,Mobile,SEO,Health,11121,256,3,40,37,,,,,,
10/18/20,Mobile,SEO,Health,17190,419,2,23,30,,,,,,
9/29/20,Mobile,SEO,Health,2931,62,1,6,7,,,,,,
6/23/20,Mobile,SEO,Health,13456,339,4,61,57,,,,,,
9/24/20,Mobile,SEO,Health,15854,411,3,35,33,,,,,,
9/30/20,Mobile,SEO,Health,2631,67,1,7,8,,,,,,
8/11/20,Mobile,SEO,Health,15657,361,5,67,63,,,,,,
10/11/20,Mobile,SEO,Health,19849,468,3,33,41,,,,,,
9/3/20,Mobile,SEO,Health,3229,74,1,14,10,,,,,,
10/22/20,Mobile,SEO,Health,15744,331,5,64,55,,,,,,
10/3/20,Mobile,SEO,Health,18856,425,2,26,33,,,,,,
12/25/20,Mobile,SEO,Health,3054,62,0,0,8,,,,,,
7/6/20,Mobile,SEO,Health,13283,279,3,47,48,,,,,,
6/29/20,Mobile,SEO,Health,16702,371,3,34,31,,,,,,
9/27/20,Mobile,SEO,Health,2867,57,0,0,8,,,,,,
7/8/20,Mobile,SEO,Health,0,1671,2,23,0,,,,,,
9/1/20,Mobile,SEO,Health,0,1618,1,12,0,,,,,,
9/2/20,Mobile,SEO,Health,0,1588,1,13,0,,,,,,
10/9/20,Mobile,SEO,Health,0,1570,1,19,0,,,,,,
10/25/20,Mobile,SEO,Health,0,1535,1,13,0,,,,,,
9/8/20,Mobile,SEO,Health,0,1516,1,15,0,,,,,,
7/14/20,Mobile,SEO,Health,0,1472,1,15,0,,,,,,
9/23/20,Mobile,SEO,Health,0,1470,1,11,0,,,,,,
10/10/20,Mobile,SEO,Health,0,1437,1,18,0,,,,,,
9/15/20,Mobile,SEO,Health,0,1431,1,11,0,,,,,,
9/10/20,Mobile,SEO,Health,0,1399,1,18,0,,,,,,
8/30/20,Mobile,SEO,Health,0,1396,1,13,0,,,,,,
9/17/20,Mobile,SEO,Health,0,1394,1,11,0,,,,,,
7/27/20,Mobile,SEO,Health,0,1390,1,20,0,,,,,,
10/1/20,Mobile,SEO,Health,0,1378,1,20,0,,,,,,
9/9/20,Mobile,SEO,Health,0,1373,1,17,0,,,,,,
8/3/20,Mobile,SEO,Health,0,1349,1,9,0,,,,,,
6/28/20,Mobile,SEO,Health,0,1336,1,11,0,,,,,,
6/30/20,Mobile,SEO,Health,0,1336,1,15,0,,,,,,
9/7/20,Mobile,SEO,Health,0,1317,1,15,0,,,,,,
10/27/20,Mobile,SEO,Health,0,1292,1,11,0,,,,,,
10/23/20,Mobile,SEO,Health,0,1260,1,11,0,,,,,,
7/9/20,Mobile,SEO,Health,0,1242,1,11,0,,,,,,
10/16/20,Mobile,SEO,Health,0,1236,1,11,0,,,,,,
8/26/20,Mobile,SEO,Health,0,1229,1,21,0,,,,,,
7/16/20,Mobile,SEO,Health,0,1164,1,14,0,,,,,,
9/16/20,Mobile,SEO,Health,0,1163,1,10,0,,,,,,
7/28/20,Mobile,SEO,Health,0,1143,1,11,0,,,,,,
9/21/20,Mobile,SEO,Health,0,1092,1,18,0,,,,,,
8/17/20,Mobile,SEO,Health,0,1081,1,11,0,,,,,,
8/27/20,Mobile,SEO,Health,0,1025,1,14,0,,,,,,
7/20/20,Mobile,SEO,Health,0,705,2,51,0,,,,,,
9/4/20,Mobile,SEO,Health,0,666,3,66,0,,,,,,
7/15/20,Mobile,SEO,Health,0,665,1,21.5,0,,,,,,
10/2/20,Mobile,SEO,Health,0,663,1,23,0,,,,,,
9/25/20,Mobile,SEO,Health,0,659,1,25.5,0,,,,,,
11/17/20,Mobile,SEO,Health,0,656,1,24,0,,,,,,
7/1/20,Mobile,SEO,Health,0,634,1,19.66666667,0,,,,,,
8/28/20,Mobile,SEO,Health,0,626,3,54,0,,,,,,
9/26/20,Mobile,SEO,Health,0,608,2,46,0,,,,,,
9/13/20,Mobile,SEO,Health,0,604,3,55,0,,,,,,
10/17/20,Mobile,SEO,Health,0,598,2,46,0,,,,,,
8/18/20,Mobile,SEO,Health,0,575,2,51,0,,,,,,
6/24/20,Mobile,SEO,Health,0,575,3,56,0,,,,,,
7/22/20,Mobile,SEO,Health,0,571,2,49,0,,,,,,
7/23/20,Mobile,SEO,Health,0,569,2,50,0,,,,,,
9/22/20,Mobile,SEO,Health,0,557,2,41,0,,,,,,
8/14/20,Mobile,SEO,Health,0,557,2,49,0,,,,,,
8/19/20,Mobile,SEO,Health,0,550,1,30,0,,,,,,
7/29/20,Mobile,SEO,Health,0,535,2,43,0,,,,,,
8/4/20,Mobile,SEO,Health,0,532,2,43,0,,,,,,
11/30/20,Mobile,SEO,Health,0,528,2,37,0,,,,,,
10/24/20,Mobile,SEO,Health,0,527,2,39,0,,,,,,
8/29/20,Mobile,SEO,Health,0,525,2,41,0,,,,,,
10/28/20,Mobile,SEO,Health,0,517,2,31,0,,,,,,
7/19/20,Mobile,SEO,Health,0,515,2,36,0,,,,,,
7/5/20,Mobile,SEO,Health,0,512,2,48,0,,,,,,
7/30/20,Mobile,SEO,Health,0,508,2,34,0,,,,,,
6/27/20,Mobile,SEO,Health,0,488,2,49,0,,,,,,
9/20/20,Mobile,SEO,Health,0,459,2,36,0,,,,,,
9/6/20,Mobile,SEO,Health,0,448,2,40,0,,,,,,
7/10/20,Mobile,SEO,Health,0,388,1,23,0,,,,,,
7/26/20,Mobile,SEO,Health,0,113,0,0,0,,,,,,
6/25/20,Mobile,SEO,Health,0,110,0,0,0,,,,,,
7/2/20,Mobile,SEO,Health,0,106,0,0,0,,,,,,
7/24/20,Mobile,SEO,Health,0,106,0,0,0,,,,,,
7/12/20,Mobile,SEO,Health,0,99,0,0,0,,,,,,
7/18/20,Mobile,SEO,Health,0,98,0,0,0,,,,,,
9/12/20,Mobile,SEO,Health,0,97,0,0,0,,,,,,
7/21/20,Mobile,SEO,Health,0,97,0,0,0,,,,,,
11/18/20,Mobile,SEO,Health,0,97,0,0,0,,,,,,
8/16/20,Mobile,SEO,Health,0,96,0,0,0,,,,,,
11/9/20,Mobile,SEO,Health,0,93,0,0,0,,,,,,
11/23/20,Mobile,SEO,Health,0,92,0,0,0,,,,,,
11/24/20,Mobile,SEO,Health,0,91,0,0,0,,,,,,
11/10/20,Mobile,SEO,Health,0,89,0,0,0,,,,,,
8/12/20,Mobile,SEO,Health,0,89,0,0,0,,,,,,
10/29/20,Mobile,SEO,Health,0,86,0,0,0,,,,,,
7/17/20,Mobile,SEO,Health,0,85,0,0,0,,,,,,
11/16/20,Mobile,SEO,Health,0,85,0,0,0,,,,,,
9/5/20,Mobile,SEO,Health,0,85,0,0,0,,,,,,
6/26/20,Mobile,SEO,Health,0,82,0,0,0,,,,,,
8/25/20,Mobile,SEO,Health,0,82,0,0,0,,,,,,
8/13/20,Mobile,SEO,Health,0,81,0,0,0,,,,,,
8/6/20,Mobile,SEO,Health,0,80,0,0,0,,,,,,
8/24/20,Mobile,SEO,Health,0,80,0,0,0,,,,,,
8/23/20,Mobile,SEO,Health,0,79,0,0,0,,,,,,
11/29/20,Mobile,SEO,Health,0,79,0,0,0,,,,,,
11/11/20,Mobile,SEO,Health,0,78,0,0,0,,,,,,
8/2/20,Mobile,SEO,Health,0,77,0,0,0,,,,,,
7/11/20,Mobile,SEO,Health,0,74,0,0,0,,,,,,
8/5/20,Mobile,SEO,Health,0,74,0,0,0,,,,,,
12/3/20,Mobile,SEO,Health,0,72,0,0,0,,,,,,
9/18/20,Mobile,SEO,Health,29207,411,21,376,250,,,,,,
8/9/20,Mobile,SEO,Health,48856,809,26,287,252,,,,,,
11/19/20,Mobile,SEO,Health,4487,52,2,21,18,,,,,,
7/31/20,Mobile,SEO,Health,13013.63171,195,10,165,124.6803069,,,,,,
7/25/20,Mobile,SEO,Health,44348,808,29,360,278,,,,,,
7/13/20,Mobile,SEO,Health,3931,55,2,23,18,,,,,,
8/20/20,Mobile,SEO,Health,20635,324,10,187,209,,,,,,
9/11/20,Mobile,SEO,Health,36838,746,13,137.5,242,,,,,,
11/12/20,Mobile,SEO,Health,3233,48,1,23,16,,,,,,
8/1/20,Mobile,SEO,Health,19020,308,16,271,199,,,,,,
12/1/20,Mobile,SEO,Health,34798,679,24,247,223,,,,,,
6/22/20,Mobile,SEO,Health,3295,46,2,32,16,,,,,,
8/7/20,Mobile,SEO,Health,16470,212,9,163,123,,,,,,
9/19/20,Mobile,SEO,Health,36130,605,21,196,190,,,,,,
11/28/20,Mobile,SEO,Health,3495,38,1,13,12,,,,,,
8/21/20,Mobile,SEO,Health,21359,266,11,194,150,,,,,,
11/15/20,Mobile,SEO,Health,44750,679,21,200,215,,,,,,
8/8/20,Mobile,SEO,Health,4452,44,2,24,14,,,,,,
11/20/20,Mobile,SEO,Health,36554,545,25,438,353,,,,,,
7/3/20,Mobile,SEO,Health,59063,1091,31,291,403,,,,,,
11/1/20,Mobile,SEO,Health,5448,68,3,41,28,,,,,,
11/22/20,Mobile,SEO,Health,33174,489,11,192.5,320,,,,,,
11/13/20,Mobile,SEO,Health,54951,1032,18,176.0625,381,,,,,,
12/2/20,Mobile,SEO,Health,5110,66,2,26,27,,,,,,
11/27/20,Mobile,SEO,Health,30729,444,20,297,279,,,,,,
11/2/20,Mobile,SEO,Health,48309,940,17,172.9310345,334,,,,,,
11/21/20,Mobile,SEO,Health,4400,55,2,18,22,,,,,,
8/22/20,Mobile,SEO,Health,27543,395,17,273,240,,,,,,
11/25/20,Mobile,SEO,Health,42514,817,18,180,277,,,,,,
7/4/20,Mobile,SEO,Health,4236,57,3,40,22,,,,,,
5/26/20,Mobile,SEO,Health,27196,374,18,334,234,,,,,,
11/14/20,Mobile,SEO,Health,42763,784,17,204.6538462,270,,,,,,
5/12/20,Mobile,SEO,Health,4507,53,2,29,20,,,,,,
5/6/20,Mobile,SEO,Health,21032,229,10,162,130,,,,,,
1/27/20,Desktop,SEO,Health,37976,583,18,192,181,,,,,,
11/26/20,Mobile,SEO,Health,4291,38,5,65,13,,,,,,
5/18/20,Mobile,SEO,Health,19201,224,7,97.36363636,116,,,,,,
10/30/20,Mobile,SEO,Health,37121,558,10,106.875,159,,,,,,
11/6/20,Mobile,SEO,Health,3822,36,1,22,11,,,,,,
1/28/20,Desktop,SEO,Health,27683,413,20,341,250,,,,,,
11/8/20,Mobile,SEO,Health,41924,789,25,263,261,,,,,,
5/7/20,Mobile,SEO,Health,3992,51,2,31,19,,,,,,
5/11/20,Mobile,SEO,Health,25415,391,21,367,242,,,,,,
5/27/20,Mobile,SEO,Health,40958,782,22,249,261,,,,,,
1/30/20,Desktop,SEO,Health,3744,49,2,30,17,,,,,,
1/23/20,Desktop,SEO,Health,28233,420,17,290,255,,,,,,
5/25/20,Mobile,SEO,Health,48743,854,27,298,286,,,,,,
11/5/20,Mobile,SEO,Health,4701,56,2,35,20,,,,,,
5/17/20,Mobile,SEO,Health,30447,431,22,315,259,,,,,,
1/22/20,Desktop,SEO,Health,45581,808,25,284,248,,,,,,
5/19/20,Mobile,SEO,Health,5246,58,2,33,21,,,,,,
5/14/20,Mobile,SEO,Health,44835.59,596,28,421.5555556,350.15,,,,,,
5/20/20,Mobile,SEO,Health,42846,749,24,262,226,,,,,,
5/13/20,Mobile,SEO,Health,5382,61,1,16,23,,,,,,
2/4/20,Desktop,SEO,Health,22937,255,10,124,132,,,,,,
2/3/20,Desktop,SEO,Health,40943,602,16,183,168,,,,,,
6/15/20,Mobile,SEO,Health,5289,45,1,19,16,,,,,,
5/8/20,Mobile,SEO,Health,24573,271,11,157,141,,,,,,
1/29/20,Desktop,SEO,Health,45393,598,16,179,166,,,,,,
11/3/20,Mobile,SEO,Health,5870,46,1,10,15,,,,,,
5/21/20,Mobile,SEO,Health,33474,456,24,347,270,,,,,,
1/21/20,Desktop,SEO,Health,49361,794,23,286,241,,,,,,
6/16/20,Mobile,SEO,Health,5816,59,1,26,24,,,,,,
5/15/20,Mobile,SEO,Health,31572,418,19,280,256,,,,,,
5/10/20,Mobile,SEO,Health,51044,814,22,250,267,,,,,,
1/13/20,Desktop,SEO,Health,5187,56,2,24,23,,,,,,
6/10/20,Mobile,SEO,Health,24821,319,16,206,193,,,,,,
6/17/20,Mobile,SEO,Health,43830,670,18,196,219,,,,,,
5/28/20,Mobile,SEO,Health,4434,40,1,12,15,,,,,,
10/31/20,Mobile,SEO,Health,15415,165,8,114,92,,,,,,
11/4/20,Mobile,SEO,Health,31522,401,12,131,119,,,,,,
11/7/20,Mobile,SEO,Health,3523,26,0,0,9,,,,,,
1/16/20,Desktop,SEO,Health,9680,95,4,50,46,,,,,,
6/9/20,Mobile,SEO,Health,21545,250,7,85,63,,,,,,
5/24/20,Mobile,SEO,Health,2873,17,0,0,4,,,,,,
1/14/20,Desktop,SEO,Health,16110,173,7,113,87,,,,,,
5/16/20,Mobile,SEO,Health,37177,429,12,158,117,,,,,,
1/15/20,Desktop,SEO,Health,4487,30,1,11,8,,,,,,
2/5/20,Desktop,SEO,Health,16820,187,9,140,98,,,,,,
6/18/20,Mobile,SEO,Health,37602,478,13,160,135,,,,,,
5/9/20,Mobile,SEO,Health,4168,28,1,10,8,,,,,,
6/11/20,Mobile,SEO,Health,23320,346,29,433.55,206,,,,,,
2/10/20,Desktop,SEO,Health,41492,697,23,288,227,,,,,,
5/23/20,Mobile,SEO,Health,4152,42,2,26,14,,,,,,
6/8/20,Mobile,SEO,Health,27611,404,21,311,238,,,,,,
5/22/20,Mobile,SEO,Health,60838,1044,23,284,273,,,,,,
6/14/20,Mobile,SEO,Health,4880,48,1,20,18,,,,,,
1/20/20,Desktop,SEO,Health,27049,369,24,341.0526316,202,,,,,,
2/11/20,Desktop,SEO,Health,67482,1397,21,263,224,,,,,,
1/8/20,Desktop,SEO,Health,4702,45,1,23,14,,,,,,
2/6/20,Desktop,SEO,Health,22353,263,13,198,149,,,,,,
1/7/20,Desktop,SEO,Health,57034,971,29,361.7368421,177,,,,,,
1/9/20,Desktop,SEO,Health,4592,35,2,25,11,,,,,,
5/29/20,Mobile,SEO,Health,0,213,1,7,0,,,,,,
1/6/20,Desktop,SEO,Health,0,210,0,0,0,,,,,,
6/19/20,Mobile,SEO,Health,0,209,1,7,0,,,,,,
6/1/20,Mobile,SEO,Health,0,205,0,0,0,,,,,,
6/12/20,Mobile,SEO,Health,0,205,0,0,0,,,,,,
2/18/20,Desktop,SEO,Health,0,204,0,0,0,,,,,,
6/7/20,Mobile,SEO,Health,0,204,0,0,0,,,,,,
6/2/20,Mobile,SEO,Health,0,202,0,0,0,,,,,,
6/3/20,Mobile,SEO,Health,0,202,1,6,0,,,,,,
5/31/20,Mobile,SEO,Health,0,202,1,6,0,,,,,,
2/24/20,Desktop,SEO,Health,0,193,0,0,0,,,,,,
6/4/20,Mobile,SEO,Health,0,192,0,0,0,,,,,,
1/24/20,Desktop,SEO,Health,0,191,0,0,0,,,,,,
6/21/20,Mobile,SEO,Health,0,191,0,0,0,,,,,,
2/19/20,Desktop,SEO,Health,0,189,0,0,0,,,,,,
2/12/20,Desktop,SEO,Health,0,178,0,0,0,,,,,,
3/2/20,Desktop,SEO,Health,0,176,0,0,0,,,,,,
6/20/20,Mobile,SEO,Health,0,174,1,20,0,,,,,,
1/31/20,Desktop,SEO,Health,0,173,0,0,0,,,,,,
2/26/20,Desktop,SEO,Health,0,172,1,7,0,,,,,,
6/13/20,Mobile,SEO,Health,0,170,1,21,0,,,,,,
2/25/20,Desktop,SEO,Health,0,170,1,18,0,,,,,,
6/6/20,Mobile,SEO,Health,0,168,1,22,0,,,,,,
5/30/20,Mobile,SEO,Health,0,168,0,0,0,,,,,,
2/20/20,Desktop,SEO,Health,0,167,1,6,0,,,,,,
1/10/20,Desktop,SEO,Health,0,167,0,0,0,,,,,,
2/13/20,Desktop,SEO,Health,0,165,1,21,0,,,,,,
3/3/20,Desktop,SEO,Health,0,164,1,12,0,,,,,,
6/5/20,Mobile,SEO,Health,0,163,0,0,0,,,,,,
2/27/20,Desktop,SEO,Health,0,163,0,0,0,,,,,,
1/2/20,Desktop,SEO,Health,0,162,0,0,0,,,,,,
3/5/20,Desktop,SEO,Health,0,161,1,19,0,,,,,,
1/17/20,Desktop,SEO,Health,0,161,1,6,0,,,,,,
3/4/20,Desktop,SEO,Health,0,160,0,0,0,,,,,,
2/17/20,Desktop,SEO,Health,0,153,0,0,0,,,,,,
3/9/20,Desktop,SEO,Health,0,151,1,17,0,,,,,,
3/10/20,Desktop,SEO,Health,0,150,1,15,0,,,,,,
3/11/20,Desktop,SEO,Health,0,148,0,0,0,,,,,,
1/3/20,Desktop,SEO,Health,0,141,1,20,0,,,,,,
2/7/20,Desktop,SEO,Health,0,141,1,8,0,,,,,,
2/21/20,Desktop,SEO,Health,0,141,1,18,0,,,,,,
3/12/20,Desktop,SEO,Health,0,140,1,18,0,,,,,,
3/6/20,Desktop,SEO,Health,0,137,1,10,0,,,,,,
2/28/20,Desktop,SEO,Health,0,136,1,16,0,,,,,,
2/14/20,Desktop,SEO,Health,0,135,1,15,0,,,,,,
3/16/20,Desktop,SEO,Health,0,135,1,14,0,,,,,,
3/17/20,Desktop,SEO,Health,0,133,1,13,0,,,,,,
4/7/20,Desktop,SEO,Health,0,131,2,0,0,,,,,,
3/30/20,Desktop,SEO,Health,0,128,1,15,0,,,,,,
4/6/20,Desktop,SEO,Health,0,109,1,14,0,,,,,,
4/16/20,Desktop,SEO,Health,0,106,0,0,0,,,,,,
4/1/20,Desktop,SEO,Health,0,97,1,10,0,,,,,,
4/21/20,Desktop,SEO,Health,0,92,0,0,0,,,,,,
3/23/20,Desktop,SEO,Health,0,85,1,8,0,,,,,,
3/31/20,Desktop,SEO,Health,0,84,1,10,0,,,,,,
4/15/20,Desktop,SEO,Health,0,76,0,0,0,,,,,,
4/14/20,Desktop,SEO,Health,0,73,0,0,0,,,,,,
4/13/20,Desktop,SEO,Health,0,72,1,10,0,,,,,,
3/18/20,Desktop,SEO,Health,0,69,1,8,0,,,,,,
4/22/20,Desktop,SEO,Health,0,65,0,0,0,,,,,,
3/19/20,Desktop,SEO,Health,0,64,0,0,0,,,,,,
3/24/20,Desktop,SEO,Health,0,40,0,0,0,,,,,,
4/27/20,Desktop,SEO,Health,0,12,0,0,0,,,,,,
4/8/20,Desktop,SEO,Health,0,12,0,0,0,,,,,,
1/26/20,Desktop,SEO,Health,0,11,0,0,0,,,,,,
3/25/20,Desktop,SEO,Health,0,11,0,0,0,,,,,,
3/26/20,Desktop,SEO,Health,0,11,0,0,0,,,,,,
4/20/20,Desktop,SEO,Health,0,11,0,0,0,,,,,,
4/28/20,Desktop,SEO,Health,0,11,0,0,0,,,,,,
4/23/20,Desktop,SEO,Health,0,11,0,0,0,,,,,,
5/4/20,Desktop,SEO,Health,0,11,0,0,0,,,,,,
4/2/20,Desktop,SEO,Health,0,10,0,0,0,,,,,,
3/13/20,Desktop,SEO,Health,0,10,0,0,0,,,,,,
4/30/20,Desktop,SEO,Health,0,10,0,0,0,,,,,,
